JPY,CNY,HKD,MYR,NZD,SGD
130.31,7.9163,9.2424,5.0629,1.6036,1.6072
130.78,7.9281,9.2289,5.0532,1.6033,1.6083
130.67,7.9757,9.2782,5.0777,1.5928,1.6097
130.91,7.9726,9.2724,5.078,1.5986,1.613
130.98,7.9559,9.2461,5.0693,1.5927,1.6064
130.53,7.9371,9.2284,5.062,1.5813,1.6042
129.7,7.8896,9.1598,5.0209,1.5672,1.5918
130.37,7.9087,9.1613,5.0229,1.5694,1.5947
130.32,7.8811,9.133,5.0033,1.5553,1.589
130.26,7.8646,9.0959,4.9889,1.5678,1.585
130.28,7.8949,9.131,5.0074,1.5712,1.59
129.09,7.8622,9.0931,4.9848,1.5657,1.5859
129.72,7.8798,9.0902,4.9869,1.565,1.5872
128.92,7.776,8.97,4.9288,1.5631,1.5738
129.03,7.7889,9.0059,4.9436,1.564,1.5773
129.46,7.8001,9.0176,4.9513,1.5713,1.5793
128.86,7.7591,8.946,4.9143,1.5624,1.5672
129.1,7.7419,8.9132,4.8999,1.5625,1.5684
129.17,7.7443,8.9167,4.9093,1.5578,1.5722
130.02,7.7716,8.9429,4.921,1.5827,1.5815
130.36,7.7577,8.9084,4.9013,1.5788,1.5783
129.98,7.7484,8.8973,4.89,1.5663,1.5783
129.8,7.759,8.914,4.9054,1.5669,1.5761
129.01,7.7443,8.8918,4.8938,1.5697,1.5749
128.64,7.706,8.8442,4.8697,1.5575,1.5672
128.57,7.722,8.8646,4.879,1.5594,1.5701
128.46,7.7253,8.8778,4.8942,1.5584,1.5709
127.75,7.7385,8.9068,4.8986,1.5554,1.571
128.59,7.7412,8.9107,4.9002,1.5651,1.5751
127.53,7.7348,8.8759,4.8922,1.5648,1.5752
126.16,7.6853,8.7972,4.836,1.5431,1.5626
124.93,7.6541,8.7254,4.797,1.5371,1.5533
124.36,7.6413,8.7147,4.791,1.5345,1.5496
124.27,7.6323,8.7127,4.8021,1.5395,1.5529
124.21,7.6091,8.6954,4.7793,1.5402,1.5487
124.25,7.6159,8.7015,4.785,1.5414,1.5482
124.26,7.6342,8.735,4.7904,1.5411,1.5483
124.33,7.6089,8.7108,4.7756,1.5441,1.5457
122.95,7.5985,8.7118,4.7651,1.5505,1.5444
123.58,7.6147,8.7392,4.7702,1.5453,1.5457
123.43,7.6245,8.7489,4.7812,1.5528,1.5501
123.3,7.6284,8.751,4.7858,1.5583,1.5531
123.44,7.5962,8.7136,4.7666,1.552,1.5469
123.77,7.6332,8.7551,4.7931,1.5575,1.5525
122.78,7.6253,8.7422,4.779,1.5599,1.5499
123.12,7.6491,8.7751,4.8032,1.5694,1.5553
124.3,7.6553,8.7651,4.796,1.5769,1.5541
125.02,7.6507,8.7413,4.8014,1.5811,1.5552
124.53,7.6389,8.7419,4.8107,1.587,1.5525
124.4,7.6449,8.7421,4.8037,1.5789,1.5518
123.97,7.6597,8.707,4.7829,1.5799,1.5484
124.57,7.6714,8.7202,4.7775,1.5792,1.5489
124.38,7.6782,8.7249,4.779,1.5856,1.5479
125.33,7.7018,8.7372,4.7979,1.5944,1.5525
125.15,7.7119,8.7182,4.8052,1.5908,1.5539
124.62,7.7277,8.7337,4.8152,1.5929,1.5569
125.18,7.7457,8.7533,4.8395,1.612,1.5581
124.35,7.7015,8.6999,4.831,1.6227,1.5509
123.05,7.6698,8.6615,4.8273,1.6057,1.5491
124.82,7.6552,8.6573,4.8059,1.613,1.55
125.67,7.6185,8.6143,4.7791,1.609,1.5457
124.45,7.5629,8.544,4.7489,1.5875,1.5342
123.82,7.5047,8.4761,4.7243,1.5892,1.5314
123.69,7.4957,8.4594,4.7225,1.5862,1.5292
123.84,7.5116,8.4728,4.7304,1.5671,1.5348
124.04,7.5201,8.4755,4.733,1.5788,1.5362
123.1,7.5513,8.5152,4.7425,1.5802,1.5368
123.29,7.5655,8.5312,4.7543,1.5911,1.5402
123.31,7.535,8.504,4.7287,1.5925,1.5293
122.47,7.5267,8.4967,4.7159,1.5768,1.5229
122.55,7.5263,8.4937,4.724,1.5782,1.5222
121.76,7.5367,8.5004,4.7447,1.5897,1.5258
121.27,7.5024,8.4672,4.7311,1.5832,1.5205
121.35,7.5061,8.4757,4.7357,1.5806,1.5206
120.34,7.4976,8.4756,4.755,1.5636,1.517
119.67,7.4691,8.4376,4.772,1.5442,1.511
116.72,7.3666,8.319,4.7061,1.5277,1.4948
117.16,7.3965,8.355,4.7257,1.5301,1.5009
116.91,7.3852,8.3397,4.719,1.5283,1.4987
116.26,7.3524,8.304,4.7113,1.5186,1.4937
116.01,7.3227,8.2652,4.6905,1.5178,1.4845
116.22,7.309,8.2416,4.6954,1.532,1.4869
117.36,7.3256,8.2499,4.7066,1.5285,1.4904
117.72,7.3022,8.2189,4.6919,1.5239,1.488
117.64,7.3318,8.2596,4.7144,1.5249,1.4902
118.23,7.3577,8.2869,4.732,1.5271,1.494
118.49,7.3638,8.2957,4.7314,1.5319,1.4948
117.55,7.3371,8.2765,4.72,1.526,1.4903
118.64,7.3423,8.2858,4.7202,1.5226,1.4899
119.55,7.3642,8.3074,4.7313,1.5309,1.494
119.39,7.3973,8.345,4.7463,1.5304,1.4977
119.17,7.4063,8.3503,4.7495,1.5321,1.5006
119.84,7.4767,8.4346,4.7951,1.5454,1.5137
119.93,7.4895,8.4584,4.8055,1.5416,1.5149
120.09,7.4406,8.3933,4.78,1.5401,1.5126
119.36,7.4268,8.378,4.7771,1.5303,1.5086
120.07,7.4433,8.3949,4.7848,1.5353,1.5108
121.58,7.4418,8.3886,4.7804,1.5309,1.5088
121.19,7.4268,8.3497,4.7594,1.5271,1.503
121.49,7.4141,8.3352,4.7624,1.5318,1.5055
121.55,7.4004,8.3275,4.7618,1.5351,1.5035
121.77,7.3438,8.2527,4.7258,1.5277,1.5001
122.13,7.3511,8.2598,4.7303,1.5389,1.5039
122.35,7.3717,8.2804,4.745,1.5385,1.5073
122.42,7.3336,8.2367,4.7231,1.5348,1.5041
120.95,7.2912,8.1949,4.7002,1.5277,1.4986
120.65,7.2953,8.1982,4.7082,1.5219,1.4947
120.61,7.2976,8.212,4.7038,1.5153,1.492
120.55,7.305,8.2235,4.7113,1.5079,1.4936
120.83,7.2872,8.2031,4.7062,1.5011,1.4933
120.24,7.2399,8.1622,4.6777,1.4823,1.484
119.84,7.2472,8.1773,4.685,1.4793,1.4842
118.83,7.278,8.2252,4.7051,1.4707,1.4831
118.87,7.2756,8.2164,4.699,1.4701,1.4878
119.04,7.2873,8.2341,4.7109,1.4711,1.4892
119.3,7.2693,8.2037,4.7039,1.4637,1.4926
118.79,7.2311,8.1585,4.6821,1.4672,1.4905
119.77,7.2545,8.1783,4.6973,1.4757,1.4989
120.11,7.3011,8.2392,4.7335,1.4772,1.5057
120.08,7.3134,8.2659,4.7424,1.4809,1.5086
120.95,7.3028,8.2675,4.7439,1.4745,1.5104
120.85,7.2521,8.1923,4.6959,1.4705,1.5012
120.43,7.2902,8.2422,4.7263,1.478,1.5044
120.9,7.3062,8.2471,4.7283,1.4808,1.5113
120.65,7.312,8.2473,4.7241,1.4798,1.5112
120.04,7.3413,8.2952,4.7462,1.4803,1.5125
119.39,7.3295,8.2745,4.7342,1.46,1.5112
119.94,7.3487,8.2823,4.7354,1.4631,1.5142
120.28,7.35,8.3105,4.7422,1.4672,1.5106
121.49,7.3776,8.3343,4.7561,1.4781,1.5186
121.4,7.4377,8.3863,4.7815,1.4763,1.5232
122.25,7.427,8.372,4.7782,1.4817,1.524
121.94,7.397,8.3436,4.7608,1.4709,1.5201
121.76,7.3103,8.2476,4.7094,1.4668,1.5177
123.01,7.3654,8.2873,4.7333,1.4726,1.525
122.4,7.3634,8.3006,4.739,1.4793,1.5228
121.79,7.3935,8.3343,4.7608,1.4789,1.5238
121.85,7.3721,8.3377,4.7667,1.4852,1.5246
121.72,7.3436,8.3124,4.7553,1.4893,1.5229
122.47,7.3125,8.2487,4.7285,1.4891,1.5198
122.23,7.3241,8.2762,4.7462,1.4857,1.5216
121.05,7.2931,8.2716,4.75,1.4838,1.5176
121.1,7.3235,8.286,4.7677,1.4877,1.5168
120.91,7.3107,8.2159,4.7313,1.4916,1.5144
121.91,7.3564,8.2672,4.7569,1.4952,1.5206
121.69,7.3621,8.2816,4.7607,1.498,1.5191
122.14,7.2826,8.1452,4.6964,1.5027,1.5112
122.84,7.3176,8.1947,4.7282,1.5165,1.5193
122.66,7.2958,8.1562,4.708,1.5067,1.5135
122.83,7.3253,8.2121,4.7359,1.5073,1.5169
122.38,7.2311,8.1431,4.7097,1.5087,1.5076
122.64,7.2382,8.0948,4.694,1.5024,1.5047
122.75,7.2285,8.0554,4.6655,1.5016,1.5061
122.92,7.269,8.118,4.6946,1.5103,1.5181
123.4,7.3202,8.1751,4.7287,1.5158,1.5234
122.04,7.2706,8.1076,4.6876,1.504,1.5156
122.39,7.2384,8.0694,4.6633,1.505,1.5107
122.61,7.2619,8.1043,4.6785,1.5168,1.513
122.6,7.2555,8.1069,4.6735,1.5195,1.5114
122.86,7.256,8.1083,4.6768,1.5111,1.5136
122.31,7.2369,8.0887,4.6681,1.5052,1.5036
122.43,7.2104,8.0494,4.6426,1.5029,1.5002
122.19,7.2467,8.0946,4.667,1.5023,1.5103
123.38,7.2635,8.1032,4.6715,1.4892,1.5065
123.03,7.2262,8.0851,4.6596,1.4752,1.5008
122.39,7.3499,8.2561,4.7303,1.4741,1.5157
122.27,7.3233,8.2303,4.7167,1.4724,1.5138
122.69,7.3225,8.2211,4.675,1.4793,1.5145
121.48,7.2931,8.1934,4.6708,1.4745,1.5079
122.61,7.4041,8.3475,4.759,1.4973,1.5272
122.42,7.3836,8.3229,4.7555,1.5022,1.5218
122.28,7.3861,8.325,4.7611,1.5059,1.5228
122.32,7.3662,8.2997,4.7608,1.5105,1.523
121.2,7.331,8.2534,4.7384,1.499,1.514
121.39,7.3176,8.2422,4.7434,1.5008,1.5175
120.48,7.3205,8.2489,4.7496,1.4911,1.5179
119.48,7.2972,8.2024,4.7232,1.4912,1.5113
119.25,7.315,8.2117,4.7249,1.4991,1.5114
119.73,7.3295,8.2153,4.7203,1.504,1.5132
119.43,7.2988,8.1819,4.7043,1.5096,1.5107
118.04,7.3157,8.2232,4.7122,1.5039,1.5136
117.74,7.31,8.2341,4.6938,1.5033,1.5126
117.59,7.3293,8.2457,4.6989,1.5081,1.5125
116.95,7.3156,8.245,4.681,1.5073,1.5107
117.12,7.3621,8.3133,4.6962,1.5143,1.518
117.25,7.362,8.302,4.6554,1.5179,1.5174
116.55,7.3816,8.3504,4.6604,1.5144,1.5202
116.27,7.3759,8.3607,4.687,1.5193,1.5259
115.96,7.4198,8.4593,4.7342,1.5163,1.5359
116.4,7.4065,8.4495,4.6883,1.5132,1.5348
114.54,7.4771,8.5467,4.6688,1.5065,1.5365
115.66,7.4919,8.5597,4.6562,1.506,1.5347
115.4,7.4941,8.58,4.6644,1.5116,1.5376
114.24,7.4955,8.6034,4.6661,1.5169,1.5357
114.25,7.4832,8.581,4.6331,1.5134,1.5332
114.62,7.4983,8.604,4.6366,1.5232,1.536
115.57,7.4631,8.5504,4.6006,1.5342,1.5308
114.97,7.4156,8.4887,4.597,1.5313,1.5251
115.1,7.4053,8.4687,4.596,1.5296,1.5229
114.39,7.4082,8.4741,4.5846,1.5296,1.5211
113.97,7.3954,8.4732,4.547,1.5246,1.5181
113.65,7.3685,8.4331,4.5142,1.5208,1.5133
113.29,7.3775,8.4478,4.5444,1.5215,1.5159
112.96,7.3625,8.4457,4.5569,1.519,1.5179
113.76,7.398,8.5181,4.5809,1.5185,1.5247
113.49,7.3963,8.5175,4.5971,1.5232,1.5228
114.37,7.406,8.5294,4.6086,1.528,1.5242
114.46,7.4075,8.5304,4.6367,1.5433,1.527
114.76,7.4,8.5363,4.6128,1.5508,1.5263
114.49,7.4261,8.5637,4.649,1.5623,1.5275
114.5,7.4029,8.5494,4.6229,1.5621,1.524
114.9,7.444,8.5977,4.6354,1.5657,1.5277
115.39,7.485,8.6588,4.6353,1.5647,1.5337
115.44,7.4322,8.6426,4.6343,1.559,1.532
116,7.4605,8.6764,4.6563,1.5647,1.5365
115.65,7.4829,8.6958,4.6397,1.5612,1.5365
114.5,7.4462,8.6565,4.6067,1.5327,1.5289
113.9,7.4962,8.7145,4.6272,1.5454,1.5326
113.09,7.4463,8.6547,4.6148,1.5369,1.5235
113.88,7.482,8.7021,4.627,1.5451,1.5287
112.93,7.4911,8.7041,4.6434,1.5459,1.527
112.52,7.4826,8.7005,4.6355,1.5388,1.5255
113.11,7.5105,8.7342,4.6501,1.5513,1.5316
113.02,7.4797,8.6979,4.6028,1.5435,1.5231
113.19,7.4949,8.7157,4.6156,1.5341,1.5221
112.49,7.4384,8.6472,4.6125,1.517,1.5147
113.93,7.4604,8.6753,4.631,1.522,1.5237
113.65,7.4469,8.6616,4.6178,1.5267,1.522
114.35,7.4915,8.7099,4.6441,1.5367,1.5318
114.98,7.5102,8.7311,4.6551,1.5442,1.5366
115.37,7.4894,8.7038,4.6333,1.544,1.5327
114.98,7.5138,8.7254,4.6377,1.5352,1.5318
114.38,7.4995,8.7091,4.637,1.535,1.5277
115.85,7.5276,8.7393,4.61,1.5299,1.528
114.8,7.5255,8.7615,4.5664,1.5158,1.5201
114.23,7.4876,8.7145,4.5594,1.5054,1.5125
115.39,7.4525,8.6543,4.5545,1.5205,1.513
115.24,7.4496,8.6517,4.5472,1.5252,1.5135
115.83,7.4755,8.6815,4.574,1.5329,1.5196
115.59,7.4452,8.6463,4.5675,1.5357,1.5198
115.01,7.4311,8.6357,4.5519,1.5353,1.5181
114.27,7.4565,8.6631,4.5205,1.5427,1.5196
114.24,7.4608,8.6637,4.5183,1.5438,1.5212
113.33,7.5318,8.7555,4.5349,1.5418,1.5269
113.45,7.5146,8.7553,4.5474,1.5453,1.5277
112.95,7.5013,8.737,4.5537,1.54,1.5257
113.48,7.5301,8.7914,4.5645,1.5482,1.5297
113.73,7.5195,8.7656,4.5598,1.5605,1.5276
113.53,7.5341,8.7821,4.5534,1.5606,1.5267
113.6,7.5066,8.7784,4.5281,1.5578,1.5194
113.53,7.4825,8.7457,4.5172,1.5596,1.516
112.74,7.4772,8.7604,4.4867,1.5488,1.5094
112.97,7.4203,8.6725,4.4757,1.5498,1.5025
113.77,7.4173,8.6551,4.4915,1.5497,1.5023
113.05,7.4031,8.6506,4.4676,1.539,1.4989
113.09,7.4169,8.6748,4.4624,1.5418,1.4968
113.27,7.3798,8.595,4.4668,1.5522,1.4931
113.59,7.3848,8.5999,4.4694,1.5548,1.4944
112.73,7.411,8.6521,4.4927,1.5473,1.4953
112.66,7.3961,8.6384,4.5057,1.5479,1.4952
113.22,7.4234,8.6898,4.5413,1.5577,1.502
113.72,7.4233,8.6863,4.5187,1.5497,1.4986
114.28,7.4136,8.6623,4.4954,1.5545,1.4966
114.83,7.3908,8.621,4.52,1.5615,1.5015
116.14,7.3838,8.6022,4.5018,1.5646,1.4977
116.23,7.3311,8.5253,4.4893,1.5631,1.4926
114.67,7.3357,8.5301,4.4693,1.5561,1.4925
116.64,7.3356,8.519,4.4692,1.5709,1.4944
116.86,7.35,8.542,4.4696,1.5748,1.4934
117.05,7.3505,8.5426,4.486,1.5789,1.4931
117.33,7.3501,8.5405,4.4456,1.5658,1.4962
117.2,7.3875,8.5585,4.4205,1.5684,1.4921
116.82,7.4089,8.5713,4.3971,1.5555,1.49
117.63,7.4355,8.6283,4.3932,1.5534,1.4961
117.88,7.4577,8.6538,4.3816,1.5474,1.4978
115.82,7.4077,8.5892,4.3659,1.5154,1.4903
115.29,7.4148,8.6051,4.3964,1.5184,1.4939
113.23,7.3926,8.5731,4.411,1.525,1.491
111.17,7.4011,8.5866,4.4535,1.5221,1.4903
111.9,7.4044,8.5966,4.4636,1.5338,1.4934
111.48,7.4018,8.5885,4.4828,1.5556,1.4969
113.5,7.4379,8.6474,4.4897,1.5522,1.504
114.29,7.4229,8.6418,4.4459,1.5452,1.4989
114.29,7.4111,8.6393,4.4376,1.5508,1.4959
114.05,7.3755,8.6135,4.4301,1.5616,1.4957
113.85,7.368,8.6041,4.4594,1.5565,1.4951
113.4,7.3606,8.5925,4.5077,1.5671,1.5006
111.8,7.3108,8.5325,4.5147,1.5569,1.4955
113.23,7.3301,8.5887,4.5511,1.5613,1.4973
120.38,7.4935,8.8351,4.5469,1.5763,1.5252
118.01,7.4227,8.7524,4.543,1.5732,1.5112
118.39,7.4466,8.7778,4.5563,1.5804,1.5169
118.57,7.4562,8.7936,4.5942,1.5936,1.5225
117.34,7.4171,8.7338,4.6153,1.5959,1.5187
116.65,7.3593,8.6715,4.5885,1.5899,1.5116
119.29,7.3905,8.7162,4.6054,1.5974,1.5215
118.98,7.4015,8.7113,4.6086,1.6022,1.5229
119.51,7.4212,8.747,4.6108,1.5949,1.5272
120.79,7.4143,8.7738,4.5985,1.595,1.5307
120.72,7.4405,8.8047,4.5911,1.5936,1.5336
121.77,7.4727,8.8338,4.5811,1.6226,1.5337
122.16,7.4579,8.8145,4.605,1.632,1.5362
121.58,7.452,8.8154,4.6472,1.6378,1.5424
121.47,7.3468,8.6683,4.6261,1.6287,1.5351
121.96,7.3639,8.6932,4.6495,1.6474,1.5399
122.07,7.3498,8.6818,4.6409,1.6373,1.5375
123.83,7.3363,8.664,4.594,1.6516,1.5367
123.85,7.3314,8.6537,4.5865,1.6624,1.5384
122.46,7.3281,8.6735,4.5554,1.6586,1.536
122.93,7.3237,8.673,4.5435,1.6591,1.5381
122.79,7.3136,8.6534,4.5711,1.6488,1.5372
122.56,7.3226,8.6743,4.5959,1.6604,1.5445
122.7,7.3507,8.7104,4.5816,1.6538,1.5478
123.81,7.3456,8.7141,4.5785,1.6578,1.5499
123.17,7.3318,8.6967,4.5808,1.6614,1.545
123.38,7.3714,8.7575,4.5697,1.6666,1.5539
123.93,7.3867,8.7849,4.5481,1.6651,1.5501
123.27,7.3865,8.791,4.5639,1.6657,1.5511
123.56,7.4001,8.8097,4.5731,1.6692,1.5552
124.5,7.4242,8.8378,4.5704,1.6724,1.562
124.09,7.4212,8.8542,4.6035,1.6763,1.561
124.12,7.413,8.8299,4.6196,1.6884,1.5577
123.39,7.4207,8.8455,4.5854,1.6746,1.5572
122.23,7.43,8.8678,4.5845,1.6702,1.5526
122.51,7.441,8.8775,4.5819,1.6577,1.5531
122.62,7.4789,8.9295,4.612,1.6669,1.5605
122.53,7.5013,8.9769,4.5735,1.6572,1.5574
122.47,7.4418,8.917,4.4875,1.6368,1.541
122.34,7.3943,8.8466,4.4546,1.6357,1.5311
122.84,7.3562,8.8111,4.4251,1.6287,1.5273
125.79,7.3411,8.7671,4.4318,1.6504,1.5251
125.45,7.3345,8.7545,4.4279,1.6417,1.528
124.95,7.3145,8.7373,4.3982,1.6399,1.5215
124.86,7.3159,8.7368,4.3943,1.6364,1.5211
124.5,7.3525,8.8088,4.4105,1.6262,1.5252
124.2,7.3578,8.8272,4.395,1.6231,1.5246
124.1,7.3372,8.7971,4.37,1.6127,1.5197
122.32,7.3241,8.7688,4.4404,1.6303,1.5328
122.91,7.3072,8.7527,4.4085,1.6334,1.533
123.09,7.297,8.7283,4.3737,1.6395,1.5346
123.47,7.3172,8.7637,4.3852,1.6337,1.5265
123.44,7.3632,8.8371,4.4273,1.654,1.5354
123.28,7.3709,8.8321,4.4307,1.6669,1.5341
123.36,7.357,8.8166,4.4433,1.6757,1.5335
123.15,7.3535,8.8169,4.4705,1.6731,1.5369
125.13,7.355,8.7927,4.466,1.6705,1.5373
125.81,7.3595,8.8164,4.4635,1.678,1.543
126.97,7.3696,8.8254,4.4317,1.6605,1.5373
128.07,7.3903,8.8652,4.4382,1.6518,1.5389
127.9,7.3514,8.8282,4.4078,1.6411,1.5304
127.37,7.3366,8.781,4.4502,1.6356,1.5311
127.13,7.2873,8.6835,4.4712,1.6597,1.5311
125.41,7.2662,8.6548,4.4956,1.6645,1.5268
126.01,7.2648,8.6628,4.4673,1.6676,1.528
125.13,7.2791,8.6942,4.4882,1.6626,1.526
125.94,7.3028,8.7408,4.5728,1.6645,1.5324
125.79,7.3037,8.7464,4.5716,1.655,1.5277
126.28,7.3317,8.7744,4.5917,1.6555,1.5314
125.68,7.218,8.5875,4.6169,1.6809,1.5315
125.36,7.2336,8.6199,4.6023,1.6709,1.5324
126.36,7.223,8.6253,4.5746,1.6591,1.5281
126.17,7.2119,8.6069,4.5331,1.6578,1.5271
123.87,7.0787,8.4299,4.4438,1.6277,1.5013
123.63,7.1466,8.5216,4.5147,1.6192,1.5171
124.6,7.1744,8.5656,4.5327,1.6302,1.5259
124.45,7.1381,8.5081,4.472,1.6221,1.5138
124.77,7.148,8.5192,4.51,1.6223,1.515
124.23,7.1298,8.4755,4.4962,1.6257,1.5158
124.07,7.1125,8.44,4.5215,1.6404,1.5226
122.94,7.123,8.4539,4.5163,1.6475,1.5238
123.14,7.1351,8.4651,4.587,1.6557,1.5325
124.42,7.1954,8.5511,4.6352,1.6347,1.5428
124.01,7.2026,8.5676,4.65,1.6487,1.5463
122.86,7.1794,8.5333,4.6603,1.662,1.5478
123.12,7.1814,8.548,4.6346,1.6452,1.5484
124.85,7.1909,8.5679,4.6171,1.6521,1.5469
125.4,7.2378,8.6268,4.6836,1.6761,1.5617
126.17,7.2242,8.6222,4.6237,1.6728,1.5564
127.1,7.2685,8.6764,4.6939,1.6902,1.5703
127.02,7.2741,8.695,4.6685,1.6931,1.5656
127.6,7.2606,8.7036,4.6224,1.6772,1.5643
127.07,7.4114,8.7816,4.6955,1.6965,1.5756
127.3,7.4592,8.8406,4.7033,1.6973,1.5774
129.42,7.4007,8.7686,4.6398,1.6916,1.5674
129.07,7.3924,8.7585,4.688,1.7085,1.5767
129.11,7.2995,8.6481,4.6462,1.6802,1.564
130.71,7.3624,8.7231,4.6528,1.6655,1.5636
131.49,7.3691,8.7277,4.6125,1.6678,1.572
130.58,7.1916,8.5266,4.6121,1.656,1.5631
131.84,7.1847,8.4996,4.602,1.6839,1.5586
131.99,7.1605,8.4688,4.5345,1.682,1.55
132.25,7.181,8.5101,4.5296,1.6788,1.555
129.62,7.1705,8.4955,4.5772,1.6874,1.5556
128.91,7.1621,8.4861,4.6203,1.6739,1.5542
128.22,7.1314,8.4498,4.6335,1.6777,1.5498
128.07,7.1156,8.4304,4.6208,1.6728,1.5469
127.77,7.1104,8.4204,4.6308,1.6606,1.5421
127.43,7.1666,8.5181,4.7818,1.694,1.567
127.28,7.1768,8.5366,4.7936,1.7134,1.5697
128.12,7.1496,8.4841,4.753,1.6763,1.5592
127.78,7.1658,8.4939,4.7887,1.6862,1.5674
127.8,7.1888,8.5057,4.8281,1.7103,1.5735
128.26,7.1809,8.4775,4.7855,1.6903,1.567
127.74,7.1121,8.3922,4.7382,1.6519,1.5492
127.79,7.1276,8.4094,4.783,1.6547,1.557
128.33,7.1554,8.4471,4.7655,1.6577,1.5607
128.51,7.1577,8.4312,4.7615,1.645,1.5606
127.74,7.1672,8.4259,4.7904,1.6464,1.5612
127.19,7.0388,8.3271,4.7388,1.6166,1.5409
127.88,7.0074,8.3297,4.667,1.6001,1.531
129.78,7.1208,8.4464,4.7363,1.6146,1.5533
131.07,7.0608,8.4376,4.6959,1.5923,1.5417
131.66,7.091,8.4685,4.6887,1.5959,1.5449
131.88,7.1065,8.4882,4.7055,1.5949,1.5467
132.05,7.1114,8.4957,4.7119,1.6019,1.5436
131.83,7.088,8.4849,4.6943,1.6052,1.5396
131.92,7.0709,8.4607,4.7061,1.6117,1.5366
132.42,7.0933,8.4913,4.7093,1.6036,1.5379
131.93,7.0457,8.4247,4.6679,1.6114,1.5307
131.6,7.0274,8.4005,4.644,1.616,1.53
132.82,7.033,8.405,4.678,1.6078,1.5351
133.18,7.0726,8.4732,4.7045,1.6196,1.5407
132.97,7.1017,8.5173,4.7295,1.6186,1.5457
132.54,7.0929,8.5125,4.8,1.627,1.549
133.02,7.0716,8.4868,4.7424,1.6258,1.5436
132.97,7.0416,8.4813,4.6599,1.6191,1.5338
134.04,7.0325,8.4796,4.6806,1.6517,1.5383
133.64,6.9795,8.4286,4.6675,1.643,1.5363
133.4,6.9266,8.3771,4.5744,1.6238,1.5191
134.08,6.9802,8.4492,4.6052,1.6319,1.5216
131.58,6.8273,8.2701,4.5088,1.6038,1.501
130.7,6.7903,8.2247,4.4905,1.5945,1.496
130.57,6.7808,8.218,4.488,1.5935,1.4947
130.22,6.7689,8.1989,4.5067,1.612,1.494
129.75,6.765,8.2001,4.515,1.6189,1.4927
130.06,6.7805,8.2247,4.4952,1.6144,1.4944
129.94,6.7611,8.2047,4.4619,1.616,1.4888
130.52,6.8048,8.2547,4.5192,1.6368,1.5074
130.92,6.7926,8.2391,4.5667,1.6322,1.508
131.28,6.8239,8.2833,4.5803,1.6296,1.5093
131.6,6.8244,8.2829,4.6314,1.6404,1.5129
131.65,6.8054,8.2669,4.6594,1.6505,1.5185
131.49,6.8045,8.27,4.6861,1.6447,1.5175
132.01,6.833,8.3109,4.7036,1.6554,1.5253
132.04,6.8607,8.3429,4.7125,1.6483,1.5305
131.92,6.833,8.3132,4.6819,1.6447,1.5246
131.9,6.8235,8.306,4.6634,1.6344,1.5236
131.98,6.8121,8.3026,4.6946,1.636,1.5234
133.08,6.8569,8.354,4.7344,1.6465,1.535
132.41,6.9035,8.4212,4.6797,1.6412,1.5314
132.65,6.9065,8.4351,4.6781,1.645,1.531
132.45,6.9291,8.4748,4.6638,1.6485,1.5286
132.65,6.9545,8.5065,4.7104,1.6364,1.5363
133.02,6.9914,8.55,4.7441,1.6356,1.5466
132.88,6.9703,8.5382,4.735,1.6369,1.5445
132.3,6.946,8.4709,4.7414,1.636,1.5374
133.38,7.0484,8.5909,4.7338,1.6505,1.5448
133.06,7.0265,8.5724,4.728,1.6261,1.5422
133.26,6.9943,8.5335,4.6521,1.6244,1.5347
133.8,7.039,8.5901,4.6862,1.6306,1.5408
135.49,7.1929,8.7677,4.8463,1.6704,1.5744
136.3,7.2088,8.7995,4.8669,1.6869,1.5815
136.16,7.2201,8.8141,4.8534,1.6664,1.5791
135.29,7.2082,8.7832,4.7695,1.6668,1.5685
135.25,7.2159,8.8041,4.7462,1.6737,1.5714
135.23,7.2583,8.8652,4.7166,1.6683,1.5752
136.48,7.2435,8.8429,4.8055,1.6938,1.5815
136.16,7.2123,8.8149,4.7735,1.6974,1.5929
136.61,7.1917,8.8141,4.717,1.6905,1.5897
136.65,7.2094,8.8057,4.6919,1.6964,1.5855
134.92,7.1507,8.722,4.75,1.705,1.589
135.3,7.1621,8.7312,4.74,1.6966,1.587
135.07,7.1358,8.6987,4.8962,1.7293,1.5986
135.07,7.1417,8.708,4.909,1.7272,1.5984
134.24,7.0945,8.6491,4.9271,1.7409,1.5996
133.56,7.0901,8.6436,4.9148,1.7332,1.5916
134.69,7.1206,8.6824,4.9237,1.7568,1.5921
134.38,7.1316,8.6831,4.9835,1.7616,1.6004
134.13,7.1099,8.6569,4.941,1.7585,1.596
134.92,7.1082,8.642,4.8912,1.7578,1.586
134.48,7.1743,8.7119,4.8862,1.7857,1.6054
134.03,7.1165,8.6414,4.8471,1.7712,1.585
133.75,7.1129,8.6451,4.8017,1.7715,1.5817
135.5,7.1643,8.7188,4.7931,1.7696,1.5843
136.31,7.2674,8.8498,4.8053,1.7703,1.5886
136.76,7.2016,8.767,4.7771,1.7821,1.5818
135.45,7.1531,8.7021,4.7531,1.7701,1.5726
135.44,7.2107,8.7731,4.8587,1.7877,1.5849
136.04,7.2008,8.7615,4.8666,1.7905,1.5919
136.02,7.1832,8.7327,4.8642,1.7914,1.5948
135.38,7.1329,8.6685,4.8238,1.7775,1.5837
